flavors,parents_link,recommendations_notes,grow_info,parents_link/_source,strain_highlights,parents/_source,number_reviews,review,most_popular_in,name,parents/_alt,parents,pageUrl
1. Pine 2. Sweet 3. Pungent,,,,,"Crown OG is an indica strain that stays true to its OG roots with a sweet pine aroma and potent euphoric effects. While Crown OG may take a toll on your memory and cognitive sharpness, its crushing THC content is perfect for patients suffering severe pain or insomnia. This strain took 1st place in the 2015 High Times Denver Cannabis Cup as “Best Indica Concentrate,” earning the victorious stripes its name sets forth.; Most Helpful kingschoice 5/23/2015 12:34 AM 5/23/2015 12:34 AM “Picked up this beauty at The Famous Healers in LA, (honestly) the best OG I've had in all my 6+ years of smoking... can't be missed, def has some sativa euphoria.” Read Full Review Report Abuse Most Recent lollipops 2/19/2016 4:33 PM 2/19/2016 4:33 PM “Wonderful for the sever pain of neuropathy, sleep, and nausea. Anxiety was demolished and I was left feeling content and sleepy. This is my new favorite night time strain. It is a bit harsh and piney but well worth the effect. Picked it up at The Healing Tree wellness center. They made the perfect recommendation. They always seem to :)” Read Full Review Report Abuse",,4.7| 16 Reviews,4.7,"Los Angeles, CA Anaheim,CA Bellflower, CA Detroit, MI Fullerton,CA; La Mirada, CA La Palma,CA Lansing, MI Los Angeles,CA Orange,CA",Crown OG,,,https://www.leafly.com/indica/crown-og
,https://www.leafly.com/indica/sensi-star,53; Medium,53; Medium,/indica/sensi-star,"Crystalberry is an indica-dominant cannabis strain crossed using two popular and well-loved strains, Sensi Star and DJ Short’s Blueberry. Your senses will instantly notice the notes of sweet blueberry and lemon throughout. The effects are led by a long-lasting euphoric buzz followed by full-body relaxation help you manage pain and tension.",//d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/dj-short-blueberry/badge?width=340&padding=false,,,"Detroit,MI Seattle, WA; Snohomish, WA",Crystalberry,Sensi Star; DJ Short Blueberry,https://d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/dj-short-blueberry/badge?width=340&padding=false,https://www.leafly.com/indica/crystalberry
1. Grape 2. Blueberry 3. Citrus,https://www.leafly.com/hybrid/space-queen,Indoor; 58; Medium; Short,Indoor; 58; Medium; Short,/hybrid/space-queen,"A collaboration from TGA Genetics and Aficionado Seeds, Cuvee was created crossing Space Queen and the clone-only Pinot Noir. This hybrid plant will hit you fast with a relaxing body high while you taste sweet cherries and chocolate. Rich flavor paired with copious amounts of resin makes Cuvee a great strain for making cannabis concentrates.; Most Helpful BaronOfBud 1/3/2016 3:18 AM 1/3/2016 3:18 AM “Nug Run processed by OilRefineryCo from TLC in Los Angeles. Serious Terps and a one of a kind flavor unlike anything else. Glad i got some before it's gone!” Read Full Review Report Abuse Most Recent taylor613 1/26/2016 12:02 AM 1/26/2016 12:02 AM “Despite the relatively low THC content, this strain is amazing! It's great if you're looking for something to help you get active and motivated. This is my go-to when I need to spend a day cleaning the house or yard, and it tends to be a bargain compared to other strains.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/space-queen/badge?width=340&padding=false,5| 3 Reviews,5,"Anacortes, WA Ann Arbor,MI Issaquah,WA Laguna Niguel,CA Newport, OR; Paso Robles,CA Phoenix, AZ Pismo Beach,CA Portland, OR Portland,OR",Cuvee,Space Queen,https://d3h17ltqi8v019.cloudfront.net/hybrid/space-queen/badge?width=340&padding=false,https://www.leafly.com/indica/cuvee
1. Blueberry 2. Berry 3. Sweet,https://www.leafly.com/indica/afghani,,,/indica/afghani,"This Blueberry is a dense and stout plant with red, purple and blue hues. The finished product has a very fruity aroma and taste of blueberry. The high is euphoric and long lasting.; Most Helpful courtnie 2/2/2014 3:13 AM 2/2/2014 3:13 AM “This strain made me feel good,happy. made me want to get up and do something. AND i did! i deep cleaned and stuffed my face:) defiantly one of my top 5!!” Read Full Review Report Abuse Most Recent BananaSunshine 3/2/2016 7:29 AM 3/2/2016 7:29 AM “people are under selling this strain, this shit will wreck you.. not quit as good as fire og but damn near the closet bud ive found too it, and nine pound hammer ofcourse. but seriously, if your trying to smoke before going to bed, try some dj shorts because you will sleep like a baby.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/purple-thai/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/thai/badge?width=340&padding=false,4.4| 108 Reviews,4.4,"Bellingham, WA Eugene, OR Everett, WA Lynnwood, WA Newport Beach, CA; Seattle, WA Aberdeen,WA Bainbridge Island, WA Bellevue, WA Bellingham,WA",DJ Short Blueberry,Afghani; Purple Thai; Thai,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/purple-thai/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/thai/badge?width=340&padding=false,https://www.leafly.com/indica/dj-short-blueberry
1. Pine 2. Earthy 3. Flowery,https://www.leafly.com/indica/bubba-kush,,,/indica/bubba-kush,"Dank Schrader is the house strain at The Healing Center in Vancouver, BC. The strain was developed during the final season of Breaking Bad and is named after DEA Agent Hank Schrader, a character on the show. Dank Schrader crosses Rockstar Kush with Bubba Kush to create a potent and relaxing indica-driven hybrid that has tested out as high as 27% THC according to dispensary’s lab results, performed by Hedron Analytical.; Most Helpful ganjaman604 1/25/2015 2:32 AM 1/25/2015 2:32 AM “Could possibly go down as the best Indica of all time. Not for rookies, gave my gf 1 toke and she greened out..” Read Full Review Report Abuse Most Recent wall347 3/1/2016 8:25 PM 3/1/2016 8:25 PM “stickiest of the icky -_-” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/bubba-kush/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/rockstar-kush/badge?width=340&padding=false,5| 22 Reviews,5,"Vancouver, BC",Dank Schrader,Bubba Kush; Rockstar Kush,https://d3h17ltqi8v019.cloudfront.net/indica/bubba-kush/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/rockstar-kush/badge?width=340&padding=false,https://www.leafly.com/indica/dank-schrader
1. Sweet 2. Pungent 3. Skunk,https://www.leafly.com/indica/big-bud,70,70,/indica/big-bud,"Originally named Double D as a reference to the large buds on these plants (we’ll let you make the connection there), breeder KC Brains decided to rename the strain Danky Doodle at the suggestion of some American friends in order to avoid confusion with the similarly named Double Dutch. Danky Doodle certainly isn’t a shy plant; it grows like the weed it is and will make its presence known with its pungent sweet smell. Plants flower at 9 to 11 weeks and should provide a high yield of large buds covered in a rich frost. This plant is a cross between several strains, and it’s no surprise that Big Bud is included in its lineage along with the strains Viking and the breeder’s own KC 636. The result is a strong indica that provides full body relief no matter what you call it.; Most Helpful Anonymous 6/1/2012 3:03 AM 6/1/2012 3:03 AM “Wow, best sex of my life after this stuff! Great overall high, only down part is the scary dry eyes it's typically gives.” Read Full Review Report Abuse Most Recent flipndip187 1/4/2016 2:19 AM 1/4/2016 2:19 AM “Got a bunch of this. Was alot like your old school stoned out budn amplified by 1000. They were all perfect little crystal covered buds. The smell was earthy and dank. Not a distinct smell like alot of buds now. The taste was similar, earthy dankness with some sweet notes. Definetly a nice bud to chill back on a sunday with, not great for getting things done.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/big-bud/badge?width=340&padding=false,4.5| 30 Reviews,4.5,"Bellevue, WA Mercer Island, WA; San Diego, CA",Danky Doodle,Big Bud,https://d3h17ltqi8v019.cloudfront.net/indica/big-bud/badge?width=340&padding=false,https://www.leafly.com/indica/double-d
1. Flowery 2. Sweet 3. Blueberry,https://www.leafly.com/hybrid/green-ribbon,55; Medium; Medium,55; Medium; Medium,/hybrid/green-ribbon,"From Exotic Genetix comes Dark Side of the Moon, an indica strain that pays homage to the legendary 1973 Pink Floyd album. A cross between Spirit in the Sky and Green Ribbon, Dark Side of the Moon flowers bloom with a starry coat of crystal trichomes wreathed by dark purple leaves, giving the strain an almost celestial appearance. Earthy, hashy flavors lead the way with full, sweet fruity notes to follow.; Most Helpful IIIArtoriasIII 11/1/2015 12:27 AM 11/1/2015 12:27 AM “Best strain I've had in a while” Read Full Review Report Abuse Most Recent holistichippie 2/19/2016 2:55 PM 2/19/2016 2:55 PM “I've never seen a bud so purple before! This Indica smells smooth with a slightly sweet tang. Very smooth smoke, and the effects hit you instantly. Half a joint and I was out cold, happily drifting off to sleep. Should be called ""Goodnight Mr. Moon"". Great for anxiety ♥️” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/green-ribbon/badge?width=340&padding=false,4.6| 13 Reviews,4.6,"Portland, OR Portland,OR Shoreline, WA; Southgate,MI Tacoma,WA Toronto, ON",Dark Side of the Moon,Green Ribbon,https://d3h17ltqi8v019.cloudfront.net/hybrid/green-ribbon/badge?width=340&padding=false,https://www.leafly.com/indica/dark-side-of-the-moon
1. Earthy 2. Pungent 3. Pine,https://www.leafly.com/indica/purple-kush,67,67,/indica/purple-kush,"Dark Star’s true indica effects are as spacey as its name suggests: a deep, relaxed sensation throughout the body accompanied by a heavy cerebral calm. Though celestial in its effects, the strain is more likely homage to the Grateful Dead’s song “Dark Star.” A cross between Purple Kush and Mazar-I-Sharif, Dark Star is a CBD-rich indica ideal for treating pain and anxiety. This dark--almost bluish--strain was first bred indoors by TH Seeds, and comes as a challenge to many growers with its slow, 10-week flowering period. Its sour-smelling buds are dense and compact, ornamented with crystals and copper hairs.; Most Helpful chronicpain2015 12/3/2015 4:48 PM 12/3/2015 4:48 PM “I am rating for the first time because of some comments in the ratings. As a patient of severe and debilitating pain most of my life, this strain is wonderful. It helps with fibro, nerve and bone pain, sleep, and everything in between. I was able to get this medicine at my local dispensary ONCE. And it went fast, so it must have been grown and handled correctly. If you find some and it doesnt give you the relief I d...” Read Full Review Report Abuse Most Recent ChillPill 2/26/2016 3:44 AM 2/26/2016 3:44 AM “Dark Star is an amazing CBD-heavy Indica with amazing painkilling properties (IMO very close to those of codeine-syrup) and an amazing sensation of relaxation and cerebral peace. I've had both of this strain's parents (Mazar-I-Sharif and Purple Kush) and they're also both amazing Indicas with strong relaxation effects too. Unlike it's parents, Dark Star also contains more CBD-to-THC and thus is a better painkiller (q...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/purple-kush/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/mazar-i-sharif/badge?width=340&padding=false,4.3| 89 Reviews,4.3,"Portland, OR Denver, CO Portland,OR San Diego,CA Vancouver, BC; Ashland, OR Bainbridge Island, WA Banks, OR Barcelona, CT, Spain Bellingham, WA",Dark Star,Purple Kush; Mazar I Sharif,https://d3h17ltqi8v019.cloudfront.net/indica/purple-kush/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/mazar-i-sharif/badge?width=340&padding=false,https://www.leafly.com/indica/dark-star
1. Earthy 2. Pungent 3. Sweet,,,,,"Darth Vader OG is a heavy indica marijuana strain that truly shows its “Dark Side” with its violet and forest green flowers. This strain’s true force comes through in its effects, which provide complete body relaxation and sleepiness. Ideal for treating insomnia, this strain may not knock you out immediately, but it will definitely quiet the mind and put all major productive plans on hold. A true “purple” strain, Darth Vader OG has a sweet grape smell but a comparatively subdued taste.; Most Helpful Zboy2112 2/25/2011 7:06 PM 2/25/2011 7:06 PM “nice sweet smelling OG reminds me that he was once a Jedi, but the dark green gems tell me it has gone to the dark side... 10/10” Read Full Review Report Abuse Most Recent localPotHead14 2/27/2016 3:44 PM 2/27/2016 3:44 PM “10/10 makes you feel great” Read Full Review Report Abuse",,4.3| 64 Reviews,4.3,"Los Angeles, CA Los Angeles,CA Buckley,WA Pacific, WA Phoenix,AZ; Portland,OR San Clemente, CA San Gabriel, CA Seattle, WA Toronto, ON",Darth Vader OG,,,https://www.leafly.com/indica/darth-vader-og
1. Sweet 2. Pungent 3. Earthy,https://www.leafly.com/indica/bubba-kush,,,/indica/bubba-kush,"Most Helpful nagchampa 11/10/2014 2:55 AM 11/10/2014 2:55 AM “Fantastic herb! Smoked through 16.5"" percolator bong (with ice to 3"" above pinch), with added percolating pre-cooler. Felt effects almost immediately after .5 minute milk - these deepened over the next 15 minutes. Very psychoactive stone with strong analgesic effects & while my appetite wasn't really stimulated, my nausea abated & I was able to eat. Pain relief made me want to do some chores; couch-lock set in lat...” Read Full Review Report Abuse Most Recent shark0294 2/24/2016 8:37 AM 2/24/2016 8:37 AM “Really Good Strain Puts you straight to sleep” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/bubba-kush/badge?width=340&padding=false,4.7| 69 Reviews,4.7,"Vancouver, BC Vancouver,BC Toronto, ON; Boston, MA Vernon, BC",Death Bubba,Bubba Kush,https://d3h17ltqi8v019.cloudfront.net/indica/bubba-kush/badge?width=340&padding=false,https://www.leafly.com/indica/death-bubba
1. Earthy 2. Pungent 3. Skunk,https://www.leafly.com/sativa/sour-diesel,,,/sativa/sour-diesel,"Death Star is the potent cross of Sensi Star and Sour Diesel and has the shared sativa and indica effects of its parents. It has a mixed taste that combines sweet, skunk, and fuel aromas into a very potent fragrance that isn’t easy to hide. This strain may not have the ability to destroy planets, but it does have quite the powerful buzz. Effects can be slow to onset, but once they do, Death Star takes away all cares and replaces them with a state of relaxed euphoria. Great for daytime or nighttime use, this Ohio native now has fans throughout the galaxy.; Most Helpful yomomo22 4/12/2011 4:24 AM 4/12/2011 4:24 AM “very potent, will knock you off your ass and only got to smoke a little bit. I really enjoyed the high, sometimes overwhelming but very relaxing.” Read Full Review Report Abuse Most Recent mattgarza89 3/2/2016 2:40 PM 3/2/2016 2:40 PM “Very good strain. It's a creeper tho. But very enjoyable. I'm still able to do things around the house but you would still wanna chill more than work lol. It doesn't really give me an appetite, just a little thirst for a beverage. Hope this was helpful.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false,4.5| 464 Reviews,4.5,"Portland, OR Eugene, OR Denver,CO Detroit, MI Bellingham, WA; Lansing, MI Ann Arbor, MI Denver, CO Toronto, ON Torrance, CA",Death Star,Sour Diesel; Sensi Star,https://d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false,https://www.leafly.com/indica/death-star
1. Earthy 2. Pungent 3. Sweet,https://www.leafly.com/sativa/sour-diesel,,,/sativa/sour-diesel,"Death Star OG is a potent cross between Sour Diesel, Sensi Star, and OG Kush.; Most Helpful Davems 2/16/2014 6:26 AM 2/16/2014 6:26 AM “While I have yet to review any particular strain until now, This particular flower prompted me to do so, as it is now my favorite of all I have tried. I am partial to indicas, and this certainly fills the bill. Enjoyable but strong, I used a vaporizer, which eliminated any possible harshness. It comes on strong and stays with me well ast 2 hours, and the only problem I have is that it has been difficult to obtain....” Read Full Review Report Abuse Most Recent OldToby214 1/28/2016 6:16 AM 1/28/2016 6:16 AM “Something something Death Star. A truly great video gaming strain. The playful headed high mixed with a euphoric body high that will leave you glued to your couch. Visuals tend to be a little more vivid and cutscenes are that much more powerful. Turn to the dark side with Death Star.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false,4.6| 81 Reviews,4.6,"Newport Beach, CA Seattle, WA Anaheim, CA Antonito, CO Bend, OR; Costa Mesa, CA Dana Point, CA Detroit, MI Eugene,OR Huntington Beach, CA",Death Star OG,Sour Diesel; OG Kush; Sensi Star,https://d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/sensi-star/badge?width=340&padding=false,https://www.leafly.com/indica/deathstar-og
1. Pine 2. Sweet 3. Berry,https://www.leafly.com/indica/afghani,Low; September,Low; September,/indica/afghani,"This pure indica from Afghanistan was introduced to Northern California by breeder Tom Hill in the late 1970s. Deep Chunk combines a relatively short flowering time with exceptional resin production. It is often found with hints of purple or deep reds in the tight, compact flowers. The aroma of this stout, broad-leafed plant is regularly described with flavors of earth, hash, chocolate, and pine. Classified by many as ""old school,"" Deep Chunk is sure to induce feelings of nostalgia that coincide with its ability to relieve ailments such as insomnia, digestive issues, and chronic pain.; Most Helpful Kato21 5/22/2015 1:01 AM 5/22/2015 1:01 AM “i am in love with this i have some right now and it's good and it's food for my ADHD” Read Full Review Report Abuse Most Recent mudflapp 10/3/2015 7:43 PM 10/3/2015 7:43 PM “Very tasty. Especially vaped. Almost like a beautiful blue lotus flower. The ones old Asian men send young Asian men to mountain tops to retrieve to heal all wounds. Are there any Asian blends out there,? Just a Deep Chunk thought.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false,4.2| 4 Reviews,4.2,"Englewood,CO; Seattle, WA",Deep Chunk,Afghani,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false,https://www.leafly.com/indica/deep-chunk
1. Earthy 2. Grape 3. Berry,https://www.leafly.com/indica/purple-urkle,55,55,/indica/purple-urkle,"Deep Purple from TGA Genetics was created to include the best traits from Purple Urkle and Querkle, and to bring out more of that incredible grape taste. A strong indica high, Deep Purple is calming and relaxing.; Most Helpful hazey89 3/12/2011 1:46 AM 3/12/2011 1:46 AM “Deep Purple is Purple Urkel x Querkel. Mostly indica-dominant. Buds were very purple and when squeezed smelled like grapes and lavender. The taste is very purply. If you've smoked other purple strains such as Purple Kush or The Purps you will recognize the creamy, purple taste immediately. The high was lethargic and lasted a few hours. Great night-time smoke or daytime smoke when you've got nothing to do.” Read Full Review Report Abuse Most Recent DocMcPot 2/14/2016 5:05 PM 2/14/2016 5:05 PM “very fruity and spacey” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/purple-urkle/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/querkle/badge?width=340&padding=false,3.9| 43 Reviews,3.9,"Portland, OR Portland,OR Seattle, WA Toronto, ON Apache Junction, AZ; Buckley,WA Cook, WA Corvallis,OR Everett, WA Granite Falls,WA",Deep Purple,Purple Urkle; Querkle,https://d3h17ltqi8v019.cloudfront.net/indica/purple-urkle/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/querkle/badge?width=340&padding=false,https://www.leafly.com/indica/deep-purple
1. Earthy 2. Sweet 3. Flowery,https://www.leafly.com/indica/maple-leaf-indica,,,/indica/maple-leaf-indica,"Denver Maple is an indica strain that took 3rd place in the 2014 Denver Cannabis Cup.; Most Helpful olathehockey1 3/1/2015 4:31 PM 3/1/2015 4:31 PM “Great smell with a slight pine taste.” Read Full Review Report Abuse Most Recent tataymx 2/25/2016 8:08 AM 2/25/2016 8:08 AM “My all-time favorite strain. Amazing smell, and the flavor gets me nuts! Strong body high and highly sedating.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/maple-leaf-indica/badge?width=340&padding=false,4.1| 6 Reviews,4.1,,Denver Maple,Maple Leaf Indica,https://d3h17ltqi8v019.cloudfront.net/indica/maple-leaf-indica/badge?width=340&padding=false,https://www.leafly.com/indica/denver-maple
1. Woody 2. Earthy 3. Sweet,https://www.leafly.com/indica/shishkaberry,60,60,/indica/shishkaberry,"Devil Fruit is a 70% indica strain bred by Medical Seed Co. through crossing Shiskaberry and Great White Shark. This high-CBD Spanish strain is sweet and spicy in flavor and delivers a light cerebral stimulation followed by comfortable full-body effects. Outdoor Devil Fruit plants finish in the first half of October while indoor gardens flower in about 65 days.; Most Helpful salazar080 4/27/2014 8:54 PM 4/27/2014 8:54 PM “This strain is one of me favorite indicas, it quickly gets me to a relaxed mood and it's 30 percent sativa really gets you creative” Read Full Review Report Abuse Most Recent jessnbill31813 11/4/2015 4:37 PM 11/4/2015 4:37 PM “One of the best I have tried and my boyfriend is paralyzed and this helped him so much with his leg spasms!” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/shishkaberry/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/white-shark/badge?width=340&padding=false,4.5| 8 Reviews,4.5,"Barcelona, CT, Spain Lynnwood, WA; Santa Ana, CA",Devil Fruit,Shishkaberry; Great White Shark,https://d3h17ltqi8v019.cloudfront.net/indica/shishkaberry/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/white-shark/badge?width=340&padding=false,https://www.leafly.com/indica/devil-fruit
1. Earthy 2. Sweet 3. Pungent,https://www.leafly.com/sativa/african,,,/sativa/african,"With lineage from Grapefruit, Blueberry and South African Sativa, there is a sweet flavor to the Diablo cannabis strain. This indica has a purple hue, fruity and spicy flavors, and a THC content that tends to fall between 15-20%. Diablo has an indoor flowering time of 6-7 weeks and took second place at the 2002 BC Harvest Cup in the outdoor category.; Most Helpful coreymeans 1/16/2013 2:45 PM 1/16/2013 2:45 PM “I like Diablo Og. The Name Steered me away from it but its a very good og strain. Potent with a 70/30 sativa characteristics dominant. I feel it in the back of my eyes and in my head mainly. It helps me to not think so much and not over worry about things. It also kicked up a appetite!” Read Full Review Report Abuse Most Recent Evrsoelusv 2/26/2016 7:17 PM 2/26/2016 7:17 PM “I'm very methodical in the way that I choose my strains... I jot down what I liked and/or didn't like. Then I just tried Diablo... I think the name should be Blissed Out because that's what I am! Delicious and my new favorite strain for pain, PTSD, anxiety, etc.. If everyone has a 'soul strain' (like a soulmate but it matches what you need)... Diablo is my soulstrain!” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/african/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/grapefruit/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/blueberry/badge?width=340&padding=false,4.1| 118 Reviews,4.1,"Denver, CO Los Angeles, CA Los Angeles,CA Colorado Springs, CO Toronto, ON; Apache Junction, AZ Bellingham, WA Chandler, AZ Chino Hills, CA Cortez, CO",Diablo,African; Grapefruit; Blueberry,https://d3h17ltqi8v019.cloudfront.net/sativa/african/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/grapefruit/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/blueberry/badge?width=340&padding=false,https://www.leafly.com/indica/diablo
1. Sweet 2. Earthy 3. Pungent,https://www.leafly.com/hybrid/og-kush,,,/hybrid/og-kush,"Diamond OG is a precious gem of a strain that patients love for its potent and long-lasting effects. A true indica, this strain induces full-body relaxation that nixes pain and muscle spasms before settling into an overall laziness. It can leave you mentally euphoric in smaller doses, but it’s definitely not one for times when work or even wakefulness needs to happen. Diamond OG is the result of an unknown strain crossed with OG Kush and has the familiar OG aroma of citrus-pine supported by fuel undertones. These sparkling nugs will be condensed and have a strong odor; they’re definitely a beauty to show off.; Most Helpful myklsr 2/25/2015 9:18 PM 2/25/2015 9:18 PM “One of the best I've smoked besides Fire og.. Definitely one for the everyday smokers. Great High body and mind...” Read Full Review Report Abuse Most Recent sourgrapes93 2/28/2016 9:12 AM 2/28/2016 9:12 AM “knocked me on my ass!! loved how frosty it was. definitely not a strain to smoke if you have things to take care of cause you probably wont wanna move” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,4.3| 125 Reviews,4.3,"San Diego, CA Los Angeles, CA Los Angeles,CA Nanaimo, BC Victoria, BC; Abbotsford,BC Anaheim, CA Barrie,ON Brantford,ON Bremerton, WA",Diamond OG,OG Kush,https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,https://www.leafly.com/indica/diamond-og
1. Sweet 2. Chemical 3. Citrus,https://www.leafly.com/indica/afghani,49,49,/indica/afghani,"Digweed is an indica-dominant strain that was named after a cat with a sweet tooth for cannabis plants. This high-CBD cross between Afghani and Sweet Tooth has a fruity, floral aroma and is often chosen by patients treating chronic pain, stress, and muscle spasms.; Most Helpful heyitsenso 6/7/2014 1:33 PM 6/7/2014 1:33 PM “I listened to Heaven Scent by its namesake the first time I smoked it. Strong fruity/floral scent, and very smooth smoke. Definitely helps me relax and makes it easier to get to sleep, but is by no means a couch lock. In fact it makes me super talkative when smoked during the day.” Read Full Review Report Abuse Most Recent JohnnyDopesick 9/29/2015 3:02 AM 9/29/2015 3:02 AM “Not the greatest recreational buzz but awesome medicine. BEDTIME! 3.75 out of 5” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/sweet-tooth/badge?width=340&padding=false,3.2| 9 Reviews,3.2,"Vancouver, BC Abbotsford,BC Barrie,ON Brantford,ON Calgary,AB; Edmonton,AB Greater Sudbury,ON Guelph,ON Halifax,NS Hamilton,ON",Digweed,Afghani; Sweet Tooth,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/sweet-tooth/badge?width=340&padding=false,https://www.leafly.com/indica/digweed
,,,,,Most Helpful Anonymous 10/19/2010 6:28 PM 10/19/2010 6:28 PM “Harsh Smoke.” Read Full Review Report Abuse Most Recent transientlife27 8/7/2015 8:12 AM 8/7/2015 8:12 AM “You'll sleep great on this one. Knocks you the #@$% out.” Read Full Review Report Abuse,,3.9| 5 Reviews,3.9,"Portland, OR",Domino,,,https://www.leafly.com/indica/domino
1. Ammonia 2. Chemical,,,,,"Dorit is a 70/30 indica-dominant strain tailored for patients treating pain, inflammation, indigestion, appetite loss, nausea, and sleep disorders. Bred in Israel by Tikun Olam, this strain inherits its name from Dorit Cohen, who helped found the company.; Most Helpful shupif 2/11/2015 7:16 PM 2/11/2015 7:16 PM “חומר לחתונות” Read Full Review Report Abuse Most Recent kushdaniels 11/11/2015 8:02 PM 11/11/2015 8:02 PM “Very smooth when vaped effects are almost imediate good for quick pain relief and instint relaxation the whole world seems funny when u are flying on this magic carpet ride. Slightly less potient then its brother Eran both avaliable from Medreleaf.” Read Full Review Report Abuse",,4.4| 3 Reviews,4.4,,Dorit,,,https://www.leafly.com/indica/dorit
